,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Progress,Personal Notes,Speedrun
0,46402,tahir2676,PlayStation 4,11h,NR,,8614550,Completed,First,"April 14, 2019",11h,,,,,
1,46402,,PC,11h 30m,NR,,8693730,Completed,Replay,,11h 30m,,,,,
2,46402,asotahu,PC,12h 19m,NR,,11782230,Completed,First,"May 03, 2020",12h 19m,,,,,
3,46402,,Xbox One,12h 45m,NR,,5263885,Completed,First,,12h 45m 12s,,,,,
4,46402,,Xbox One,12h 45m,NR,,5267435,Completed,First,,12h 45m 12s,,,,,
5,46402,,Xbox One,12h 47m,NR,,5220035,Completed,First,,12h 47m 12s,18h 20m 13s,36h,,,
6,46402,ShadowReign14,Xbox One,12h 56m,NR,Lvl 45 boost,10657915,Completed,First,"December 25, 2019",12h 56m 14s,,,,,
7,46402,VonDozier,PC,13h,60%,,5785425,Completed,First,"May 12, 2018",13h,,,,,
8,46402,Private,PC,13h,80%,,11428784,Completed,Replay,"April 12, 2020",13h,,,,,
9,46402,,PC,13h 30m,NR,,5364017,Completed,First,,13h 30m,,,,,
10,46402,Zpace,PC,13h 35m,70%,Main Missions + All Side Missions that I have found so far,5379060,Completed,First,"November 25, 2017",13h 35m 16s,21h 36m 43s,,,,
11,46402,modaren,PC,13h 52m,NR,,8609009,Completed,First,"April 13, 2019",13h 52m,,,,,
12,46402,llocousc,PC,13h 53m,NR,,5886571,Completed,First,"February 24, 2018",13h 53m 27s,,,,,
13,46402,P4TI,PlayStation 4,14h 20m,NR,,6239455,Completed,Replay,"May 12, 2018",14h 20m 10s,,,,,
14,46402,,PlayStation 4,15h,NR,,5864972,Completed,First,,15h,,60h,,,
15,46402,,PlayStation 4,15h,NR,,6110436,Completed,First,,15h,40h,97h,,,
16,46402,,PC,15h,NR,,8030755,Completed,First,,15h,,,,,
17,46402,CyDi,PC,15h,70%,,5541672,Completed,First,"December 30, 2017",15h,,,,,
18,46402,VSemenchenko,PlayStation 4,15h,NR,,7870924,Completed,First,"December 29, 2018",15h,30h,45h,,,
19,46402,lliuttuk,PC,15h,60%,,5362382,Completed,First,"March 11, 2020",15h,,,,,
20,46402,pryanie,PlayStation 4,15h,60%,,11888827,Completed,First,"June 02, 2020",15h,40h,80h,,,
21,46402,,Xbox One,15h 30m,NR,,5238432,Completed,First,,15h 30m,,,,,
22,46402,,PC,15h 30m,NR,,6069529,Completed,First,,15h 30m 10s,,,,,
23,46402,,PC,15h 32m,NR,,5236623,Completed,First,,15h 32m,35h 47m,,,,
24,46402,,PlayStation 4,15h 40m,NR,,5295059,Completed,First,,15h 40m 22s,30h 21m 21s,,,,
25,46402,RamiChaiben_2004192,PC,15h 50m,NR,,11532332,Playing Completed,First,"April 23, 2020",15h 50m 22s,,,,,
26,46402,,Xbox One,16h,NR,,5897423,Completed,First,,16h,65h,110h,,,
27,46402,,PC,16h 09m,NR,,5363474,Completed,First,,16h 09m,,,,,
28,46402,,PlayStation 4,16h 43m,NR,,5295060,Completed,First,,16h 43m 22s,33h 44m 21s,,,,
29,46402,RezMarcher,PlayStation 4,16h 50m,NR,,8265420,Completed,Replay,"February 12, 2019",16h 50m,,,,,
30,46402,Mailon,PlayStation 4,17h 07m,70%,,8854402,Completed,First,"May 27, 2019",17h 07m 43s,,,,,
31,46402,,PC,17h 20m,NR,,5232437,Completed,First,,17h 20m,,,,,
32,46402,gamerjeffro,PlayStation 4,18h,NR,,7637364,Completed,First,"May 12, 2020",18h,,,,,
33,46402,RamzanKadyrov,PC,18h 02m,NR,couple extra quests,7525698,Completed,First,"November 25, 2018",18h 02m 42s,,,,,
34,46402,,Xbox One,18h 05m,NR,,5321357,Completed,First,,18h 05m 06s,,,,,
35,46402,andrewl3779,PC,18h 11m,60%,Couldn't exactly ignore the side quests due to the main quest level requirements.,7058294,Completed,First,"September 15, 2018",18h 11m 10s,,,,,
36,46402,NathNath,PC,18h 55m,NR,,11204052,Completed,Replay,"March 21, 2020",18h 55m,32h 45m,,,,
37,46402,ElectrickShadow,PC,19h 13m,NR,,6219682,Completed,First,"May 08, 2018",19h 13m 07s,,,,,
38,46402,ireali123,PC,19h 24m,100%,Replay.,7387826,Replay Completed,Replay,"January 25, 2019",19h 24m 21s,,,19h 24m 21s /,,
39,46402,,Xbox One,19h 26m,NR,,5909258,Completed,First,,19h 26m 12s,,,,,
40,46402,,PC,19h 38m,NR,,5260925,Completed,First,,19h 38m,,,,,
41,46402,Elficzek,PC,19h 51m,70%,,6270478,Completed,First,"May 20, 2018",19h 51m,,,,,
42,46402,,PlayStation 4,20h,NR,It actually took longer to complete the story as you have to go out and do side missions to level your character up,5253283,Completed,First,,20h,80h,100h,,,
43,46402,Kuuriaa,PlayStation 4,20h,NR,,5379980,Completed,First,"November 10, 2017",20h,,,,,
44,46402,aMoosed,PlayStation 4,20h,80%,,8447363,Completed,First,,20h,44h,68h,,,
45,46402,gavrilo,PC,20h,NR,,6003877,Completed,First,"March 18, 2018",20h,,,,,
46,46402,kipkaaskoe,PlayStation 4,20h,90%,,11394983,Completed,Replay,"April 09, 2020",20h,,,,,
47,46402,slickochet,PC,20h 16m,NR,Easy difficulty. 65% completion. Had to do lots of side quests to be high enough level for main quests.,5244716,Completed,First,"November 30, 2017",20h 16m 44s,,,,,
48,46402,,PC,20h 20m,NR,80% percent completion,5244912,Completed,First,,20h 20m,23h,,,,
49,46402,,PlayStation 4,20h 56m,NR,,7310259,Completed,First,,20h 56m,,,,,
50,46402,swordclaws,PlayStation 4,20h 58m,NR,,7547032,Completed,First,"November 28, 2018",20h 58m 01s,,,,,
51,46402,,PlayStation 4,21h 05m,NR,,8221242,Completed,First,,21h 05m 39s,34h 28m 17s,59h 35m 04s,,,
52,46402,,PC,21h 07m,NR,,6418441,Completed,First,,21h 07m 11s,,,,,
53,46402,Private,Xbox One,21h 29m,80%,,8799030,Completed,First,"February 24, 2020",21h 29m,,,,,
54,46402,bzcornish,PlayStation 4,21h 35m,60%,,6610605,Completed,First,"July 16, 2018",21h 35m,,,,,
55,46402,tobesplays,PC,21h 40m,NR,,11537461,Completed,First,,21h 40m,,,,,
56,46402,yigitkoparan123,PC,21h 45m,70%,,10363397,Completed,First,"November 04, 2019",21h 45m,,,,,
57,46402,,PC,22h,NR,,5249242,Completed,First,,22h,35h,50h,,,
58,46402,,PlayStation 4,22h,NR,,5407723,Completed,First,,22h,,,,,
59,46402,Alex_1011,PC,22h,NR,,11925131,Completed,First,"June 07, 2020",22h,,,,,
60,46402,Jlord666,PC,22h,NR,,9015972,Backlog Completed,First,"June 22, 2019",22h,,,,,
61,46402,Merijnj,PC,22h,90%,,5296248,Completed,First,"November 10, 2017",22h,45h,60h,,,
62,46402,RRicardo,PlayStation 4,22h,NR,,5393094,Completed,First,"November 27, 2017",22h,45h 12m 40s,55h 03m 22s,,,
63,46402,esq373,PC,22h,90%,71% complete,11067214,Completed,First,"February 28, 2020",22h,,,,,
64,46402,mathfreek,PlayStation 4,22h,NR,,5748595,Completed,First,"January 29, 2018",22h,30h,,,Platinum trophy got for the game.,
65,46402,throwmeplsboi,PC,22h,80%,,9042679,Completed,First,"August 01, 2019",22h,,,,,
66,46402,typ12,PC,22h,NR,,10555956,Completed,First,"April 11, 2019",22h,,,,,
67,46402,,Xbox One,22h 06m,NR,,7262239,Completed,First,,22h 06m 58s,,,,,
68,46402,,Xbox One,22h 12m,NR,,6005094,Completed,First,,22h 12m,,,,,
69,46402,frodo2397,PC,22h 30m,NR,,10940244,Completed,First,"March 04, 2020",22h 30m,,,,,
70,46402,,Xbox One,22h 55m,NR,,5556505,Completed,First,,22h 55m 24s,41h 09m 12s,70h 45m 04s,,,
71,46402,,PlayStation 4,22h 57m,NR,,5691963,Completed,First,,22h 57m 34s,66h 41m 22s,97h 51m 42s,,,
72,46402,Flourite,PlayStation 4,22h 59m,80%,,6176315,Completed,First,"April 26, 2018",22h 59m 13s,,,,,
73,46402,,PC,23h,NR,,5314348,Completed,First,,23h,45h,,,,
74,46402,,PlayStation 4,23h,NR,,8197582,Completed,First,,23h,,,,,
75,46402,,PC,23h,NR,,10895449,Completed,First,,23h,,,,,
76,46402,,PC,23h,NR,,11662337,Completed,First,,23h,,,,,
77,46402,IssaB9400,PlayStation 4,23h,NR,,8593641,Completed,First,"June 17, 2019",23h,,,,,
78,46402,Seinto72,Xbox One,23h,NR,,5310869,Completed,First,"November 12, 2017",23h,,,,,
79,46402,sikk,PC,23h,NR,,8002716,Completed,First,"January 09, 2019",23h,,,,,
80,46402,,PlayStation 4,23h 11m,NR,,5494271,Completed,First,,23h 11m 51s,,,,,
81,46402,,Xbox One,23h 15m,NR,,5240115,Completed,First,,23h 15m,,,,,
82,46402,,Xbox One,23h 19m,NR,,5411873,Completed,First,,23h 19m,43h 54m,,,,
83,46402,Private,PC,23h 20m,NR,,10146626,Completed,First,"September 25, 2019",23h 20m,,,,,
84,46402,vishwas,PC,23h 49m,NR,,9369682,Completed,First,"August 16, 2019",23h 49m 22s,,,,,
85,46402,,Xbox One,23h 58m,NR,,6130020,Completed,First,,23h 58m 08s,,,,,
86,46402,,PC,24h,NR,,5675834,Completed,First,,24h,,,,,
87,46402,,PlayStation 4,24h,NR,,5710677,Completed,First,,24h,80h,84h 23m,,,
88,46402,,PlayStation 4,24h,NR,,5742242,Completed,First,,24h,,69h 50m,,,
89,46402,,PlayStation 4,24h,NR,,6602623,Completed,First,,24h,42h,66h,,,
90,46402,,Xbox One,24h,NR,,11115930,Completed,First,,24h,,,,,
91,46402,Private,PC,24h,NR,,8686687,Completed,First,"April 26, 2019",24h,,,,,
92,46402,Galder7,PC,24h,NR,,11790926,Completed,First,"May 20, 2020",24h,56h,90h,,,
93,46402,Omegason,PC,24h,90%,,5418477,Completed,First,"December 03, 2017",24h,,,,,
94,46402,Tysterr,PC,24h,100%,,5610542,Playing Completed,First,"January 07, 2018",24h,,,,,
95,46402,dcomarata,Xbox One,24h,70%,,8738838,Completed,First,"January 28, 2018",24h,,,,,
96,46402,Private,PC,24h,90%,,7394296,Completed,First,"September 05, 2018",24h,,,,,
97,46402,jsb,PC,24h,NR,,5273355,Completed,First,"November 05, 2017",24h,,,,,
98,46402,robo300,PC,24h,NR,,9332018,Completed,First,"August 24, 2019",24h,,,,,
99,46402,TheDragonClaw,Xbox One,24h 05m,NR,,5507222,Completed,First,"June 15, 2018",24h 05m 46s,,,,,
100,46402,bigabig,PC,24h 13m,100%,,6303233,Completed,First,"May 29, 2018",24h 13m,,,,,
101,46402,mudnmascara7,Xbox One,24h 18m,70%,,5990519,Completed,First,"March 16, 2018",24h 18m 28s,30h 02m 28s,,,,
102,46402,nsuki,PC,24h 19m,NR,,7280691,Completed,First,"October 20, 2018",24h 19m 40s,,,,,
103,46402,,PC,24h 20m,NR,,11322530,Completed,First,,24h 20m 10s,,,,,
104,46402,,PC,24h 30m,NR,,8551621,Completed,First,,24h 30m,,,,,
105,46402,Lotus,PC,24h 30m,NR,,7175378,Completed,First,"March 05, 2018",24h 30m,,,,,
106,46402,,Xbox One,24h 30m,NR,,5959307,Completed,First,,24h 30m 26s,38h 25m 12s,48h 25m 06s,,,
107,46402,HecTiicClaw,Xbox One,24h 34m,90%,,5462507,Completed,First,"December 14, 2017",24h 34m 40s,,,,,
108,46402,Joshster_1,PlayStation 4,24h 36m,80%,,5620574,Completed,First,"January 04, 2018",24h 36m,,,,,
109,46402,nihles,PlayStation 4,24h 36m,NR,,5783821,Completed,First,"January 06, 2018",24h 36m,,,,,
110,46402,theplump,PC,24h 36m,90%,,4579655,Completed,First,"November 23, 2017",24h 36m,,,,,
111,46402,,Xbox One,24h 37m,NR,,5754821,Completed,First,,24h 37m 08s,55h 12m 13s,116h 58m 41s,,,
112,46402,Private,PlayStation 4,24h 59m,NR,,7756573,Completed,First,"February 25, 2019",24h 59m 53s,,,,,
113,46402,,PlayStation 4,25h,NR,,5244914,Completed,First,,25h,38h,50h,,,
114,46402,,PlayStation 4,25h,NR,,5273304,Completed,First,,25h,50h,100h,,,
115,46402,,Xbox One,25h,NR,,5350077,Completed,First,,25h,45h,70h,,,
116,46402,,PlayStation 4,25h,NR,,5401710,Completed,First,,25h,,,,,
117,46402,,PC,25h,NR,,5695151,Completed,First,,25h,50h,70h,,,
118,46402,,PlayStation 4,25h,NR,,5869319,Completed,First,,25h,40h,,,,
119,46402,,PC,25h,NR,,6420385,Completed,First,,25h,44h,,,,
120,46402,,PlayStation 4,25h,NR,,6932256,Completed,First,,25h,40h,,,,
121,46402,,PC,25h,NR,,8217784,Completed,First,,25h,,,,,
122,46402,,PC,25h,NR,"Short main story, a lot of side quests and locations to visit",8807376,Completed,First,,25h,50h,105h,,,
123,46402,0ColdZero0,PlayStation 4,25h,NR,,5872289,Completed,First,,25h,,,,,
124,46402,Bikioman,PlayStation 4,25h,100%,,6850285,Completed,First,"November 20, 2017",25h,40h,67h,,,
125,46402,Copeland1994,PlayStation 4,25h,90%,,10986227,Completed,First,"January 28, 2018",25h,,,,,
126,46402,CosmicOmega,PlayStation 4,25h,100%,,6554245,Completed,First,"July 09, 2018",25h,40h,100h,,,
127,46402,CrazyYuan,PC,25h,70%,,8119710,Completed,First,"January 18, 2019",25h,,,,,
128,46402,Gallucci,PlayStation 4,25h,90%,,5902652,Completed,First,"January 22, 2018",25h,,,,,
129,46402,Kamil,PlayStation 4,25h,NR,,5444892,Completed,First,"December 04, 2017",25h,45h,83h,,,
130,46402,Megaslayer777,PlayStation 4,25h,NR,,5896062,Completed,First,,25h,28h,,,,
131,46402,RCQ,PC,25h,NR,,6053455,Completed,First,"March 29, 2018",25h,,,,,
132,46402,TheVicePlayer,PlayStation 4,25h,NR,,5676467,Completed,First,"January 16, 2018",25h,,62h,,,
133,46402,ZeKappa,PC,25h,NR,,7171687,Completed,First,"June 13, 2018",25h,,,,,
134,46402,dodomania8,PlayStation 4,25h,80%,,5292961,Completed,First,"November 25, 2017",25h,,,,,
135,46402,fetahundenyoda,PlayStation 4,25h,80%,,7764644,Completed,First,"December 17, 2018",25h,,,,,
136,46402,queenanne9,Xbox One,25h,NR,,6526099,Playing Replay Completed,First,"July 05, 2018",25h,120h,,120h /,,
137,46402,scarysoldier,PlayStation 4,25h,NR,,11520785,Completed,First,,25h,40h,74h,,,
138,46402,shakamaiden,PlayStation 4,25h,NR,,8245345,Completed,First,"February 11, 2019",25h,,,,,
139,46402,shakl25,PC,25h,NR,,10322084,Completed,First,"July 05, 2018",25h,40h,80h,,,
140,46402,stefan12123434,PC,25h,70%,,7750686,Completed,First,,25h,,,,,
141,46402,sturdyserpent,PlayStation 4,25h,70%,,7395050,Completed,First,,25h,,,,,
142,46402,supertoast3000,PC,25h,NR,,6664849,Completed,First,"July 25, 2018",25h,,,,,
143,46402,swankyr,PC,25h,NR,,8098424,Completed,First,"May 27, 2019",25h,50h,64h,,,
144,46402,unshavendillon,PC,25h,70%,,6253726,Completed,First,"April 07, 2018",25h,,,,,
145,46402,yaco21,PlayStation 4,25h,NR,,8607843,Completed,First,"April 13, 2019",25h,35h,65h,,,
146,46402,Fehu666,PC,25h 08m,50%,,8684210,Completed,First,"April 28, 2019",25h 08m 06s,,,,,
147,46402,,Xbox One,25h 10m,NR,,5372034,Completed,First,,25h 10m 04s,60h 05m 46s,,,,
148,46402,,Xbox One,25h 17m,NR,,5638703,Completed,First,,25h 17m,,,,,
149,46402,,PC,25h 18m,NR,,5495596,Completed,First,,25h 18m 08s,30h 30m 30s,,,,
150,46402,,PlayStation 4,25h 20m,NR,,5955133,Completed,First,,25h 20m 11s,40h 30m 30s,70h 45m 46s,,,
151,46402,,PlayStation 4,25h 22m,NR,,5648899,Completed,First,,25h 22m 28s,,,,,
152,46402,,PC,25h 27m,NR,Main story + some extra time exploring,11934861,Completed,First,,25h 27m,,,,,
153,46402,,PlayStation 4,25h 30m,NR,,5507746,Completed,First,,25h 30m,,,,,
154,46402,,PC,25h 30m,NR,,6178989,Completed,First,,25h 30m,70h,80h,,,
155,46402,HarlequinKitty,PC,25h 30m,NR,,6152986,Completed,First,"April 21, 2018",25h 30m,36h,,,,
156,46402,aureliena7613,PlayStation 4,25h 30m,70%,,6308976,Completed,First,"May 27, 2018",25h 30m 24s,,,,,
157,46402,Cua,PC,25h 30m,90%,,6435996,Completed,First,"June 18, 2018",25h 30m 30s,,76h,,,
158,46402,,Xbox One,25h 32m,NR,,5371754,Completed,First,,25h 32m,68h 59m,87h 43m,,,
159,46402,TacoLord424,Xbox One,25h 32m,50%,,10757109,Completed,First,"May 12, 2018",25h 32m,,,,,
160,46402,,PlayStation 4,25h 37m,NR,,6508787,Completed,First,,25h 37m 10s,,,,,
161,46402,notorious_roy,PlayStation 4,25h 48m,80%,,8614614,Completed,First,"May 02, 2019",25h 48m 18s,,,,,
162,46402,WhiteyWind,PlayStation 4,25h 56m,50%,,11748865,Completed,First,"May 31, 2020",25h 56m 43s,,,,,
163,46402,,PC,26h,NR,,5244394,Completed,First,,26h,,,,,
164,46402,,PlayStation 4,26h,NR,Got platinum trophy on Ps4,5431076,Completed,First,,26h,43h,58h 47m 33s,,,
165,46402,,PlayStation 4,26h,NR,Easy,5503132,Completed,First,,26h,,,,,
166,46402,,PC,26h,NR,,6614166,Completed,First,,26h,,,,,
167,46402,Private,PC,26h,NR,,6798361,Completed,First,"September 22, 2018",26h,,,,"Een fantastisch spel, maar door mijn angst kon ik er niet 100% van genieten, hopelijk speel ik dit spel weer een keer in de toekomst maar dan zonder angst om er helemaal van te genieten",
168,46402,Kartelaar,PC,26h,NR,,8119127,Completed,First,"January 25, 2019",26h,,,,,
169,46402,Private,PlayStation 4,26h,100%,,5512372,Completed,First,"February 18, 2018",26h,,71h,,,
170,46402,sahel,PC,26h,NR,,11932861,Completed,First,"June 09, 2020",26h,,,,,
171,46402,thrallinor,PC,26h,90%,Leisured,6652829,Completed,First,"July 23, 2018",26h,45h,75h,,,
172,46402,geodelis,PlayStation 4,26h,NR,,6014892,Completed,First,"March 20, 2018",26h 02s,52h 23m 03s,79h 58m 45s,,,
